Ticker,Description,Change,Change %,Last,1-Month High,3-Month High,52 Week High,All Time High,Rating,Volume,Market Capitalization,Sector
DPIH,DPI HOLDINGS BERHAD,-0.005,-1.06382979,0.465,0.535,0.535,0.535,0.535,Neutral,11003200,343145353,Process Industries
DPS,DPS RESOURCES BHD,0,0,0.13,0.135,0.135,0.18,1.272573,Strong Buy,6615700,91692050,Finance
DRBHCOM,DRB-HICOM BHD,0.02,1.2195122,1.66,1.66,1.72,2.25,3.26,Buy,1014500,3170508752,Consumer Durables
DSONIC,DATASONIC GROUP BERHAD,-0.005,-1.06382979,0.465,0.51,0.52,0.65,1.2175,Sell,2715400,1355858314,Technology Services
DUFU,DUFU TECHNOLOGY CORP. BHD,0,0,4.21,4.47,4.78,4.82,4.82,Sell,722800,2219546761,Electronic Technology
DUTALND,DUTALAND BHD,0.005,1.33333333,0.38,0.405,0.405,0.46,1.71,Sell,204200,313316620,Process Industries
DYNACIA,DYNACIATE GROUP BERHAD,0,0,0.1,0.105,0.105,0.16,0.73,Buy,360900,67507453,Non-Energy Minerals
DYNAFNT,DYNAFRONT HOLDINGS BERHAD,0,0,0.3,0.3,0.3,0.3,0.3,Buy,0,,Finance
E&O,EASTERN & ORIENTAL BHD,0,0,0.62,0.695,0.695,0.78,3.085351,Neutral,32300,887436311,Finance
EAH,EA HOLDINGS BERHAD,0,0,0.02,0.025,0.03,0.05,0.179013,Sell,996200,101447205,Commercial Services
EASTLND,EASTLAND EQUITY BHD,0,0,0.11,0.14,0.14,0.175,2,Sell,386900,46372264,Finance
EATECH,E.A.TECHNIQUE (M) BERHAD,0,0,0.115,0.15,0.15,0.335,1.5,Sell,512000,61007501,Transportation
ECM,ECM LIBRA GROUP BERHAD,0,0,0.18,0.205,0.22,0.25,3.791441,Sell,600,86386650,Finance
ECOFIRS,ECOFIRST CONSOLIDATED BHD,-0.01,-2.53164557,0.385,0.42,0.47,0.47,0.63,Sell,1543100,436027406,Finance
ECOHLDS,ECOBUILT HOLDINGS BERHAD,-0.005,-2.94117647,0.165,0.215,0.23,0.295,0.82,Sell,1153500,58636310,Technology Services
ECONBHD,ECONPILE HOLDINGS BHD,0,0,0.365,0.46,0.46,0.59,1.41,Sell,1717000,517387514,Industrial Services
ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,-0.02,-2.28571429,0.855,0.88,0.88,0.88,5.82,Buy,7576700,2576322357,Finance
EDARAN,EDARAN BHD,0.025,3.10559006,0.83,1,1.23,1.23,1.54,Sell,2348000,46613687,Technology Services
EDEN,EDEN INC. BHD,-0.005,-3.44827586,0.14,0.155,0.16,0.23,1.96,Strong Sell,413300,64052987,Utilities
EDGENTA,UEM EDGENTA BERHAD,0,0,1.73,1.81,1.82,2.06,3.98,Sell,354800,1438709576,Commercial Services
EDUSPEC,EDUSPEC HOLDINGS BERHAD,-0.005,-25,0.015,0.02,0.02,0.035,0.86,Strong Sell,4690400,50979345,Consumer Services
EFFICEN,EFFICIENT E-SOLUTIONS BHD,-0.005,-2.7027027,0.18,0.215,0.265,0.265,0.59,Strong Sell,331200,131189075,Technology Services
EFORCE,EXCEL FORCE MSC BHD,0,0,0.495,0.605,0.605,0.745,1.67,Sell,815300,276892289,Technology Services
EFRAME,ECONFRAME BERHAD,-0.01,-2.12765957,0.46,0.495,0.545,0.695,0.695,Strong Sell,273800,152750000,Producer Manufacturing
EG,EG INDUSTRIES BHD,0,0,0.52,0.655,0.74,0.965,2.187013,Sell,596900,188100249,Consumer Durables
EIG,ESTHETICS INTERNATIONAL GROUP,-0.01,-2.5974026,0.375,0.425,0.615,0.615,1.45,Sell,34700,91319694,Consumer Services
EITA,EITA RESOURCES BERHAD,0,0,0.835,0.92,0.92,1.81,1.81,Sell,50800,217103052,Miscellaneous
EKOVEST,EKOVEST BHD,0,0,0.39,0.44,0.44,0.57,1.52,Sell,1273400,1051372835.0000000,Industrial Services
EKSONS,EKSONS CORPORATION BHD,0,0,0.8,0.85,0.925,0.98,2.069307,Buy,0,130497463.00000000,Non-Energy Minerals
ELKDESA,ELK-DESA RESOURCES BERHAD,-0.01,-0.73529412,1.35,1.36,1.37,1.48,1.77,Neutral,40600,404709077,Finance
ELSOFT,ELSOFT RESEARCH BHD,0,0,0.84,0.96,0.96,1.04,1.5,Sell,971300,565981975,Commercial Services
EMETALL,EONMETALL GROUP BHD,-0.005,-0.84745763,0.585,0.675,0.675,0.86,1.35,Strong Sell,259100,120189286,Producer Manufacturing
EMICO,EMICO HOLDINGS BHD,0.02,5.79710145,0.365,0.74,0.74,0.74,0.955,Neutral,11656600,42347963,Producer Manufacturing
ENCORP,ENCORP BHD,-0.02,-4.21052632,0.455,0.7,0.7,0.7,1.99,Neutral,8075500,150241883,Finance
ENEST,ENEST GROUP BERHAD,0,0,0.14,0.14,0.14,0.14,0.14,Buy,0,65100005.00000000,Process Industries
ENGKAH,ENG KAH CORPORATION BHD,-0.005,-0.82644628,0.6,0.66,0.795,1.536,2.25,Strong Sell,85500,71463795,Consumer Non-Durables
ENGTEX,ENGTEX GROUP BHD,0.005,0.80645161,0.625,0.73,0.73,0.925,2.218584,Sell,382200,270532711,Producer Manufacturing
ENRA,ENRA GROUP BERHAD,-0.015,-1.875,0.785,0.85,0.965,0.965,3.18,Buy,51400,107934828,Miscellaneous
EPMB,EP MANUFACTURING BHD,-0.02,-4.54545455,0.42,0.54,0.74,0.89,1.6,Strong Sell,823300,75594767,Producer Manufacturing
ESAFE,EVERSAFE RUBBER BERHAD,0,0,0.295,0.38,0.42,0.435,0.465,Sell,509800,70975167,Consumer Durables
ESCERAM,ES CERAMICS TECHNOLOGY BHD,-0.005,-1.28205128,0.385,0.485,0.57,1,1.035,Sell,1516100,196868536,Producer Manufacturing
EUPE,EUPE CORPORATION BHD,0.005,0.62111801,0.81,0.89,0.915,1.08,7.1,Sell,42600,103040001,Finance
EURO,EURO HOLDINGS BHD,0.005,1.2195122,0.415,0.785,1.07,5.76,5.76,Sell,7561900,328779007,Producer Manufacturing
EUROSP,EUROSPAN HOLDINGS BHD,0,0,1.28,1.62,1.62,1.62,1.62,Neutral,103200,56859774,Consumer Durables
EVERGRN,EVERGREEN FIBREBOARD BHD,-0.005,-1.26582278,0.39,0.435,0.435,0.53,1.706665,Sell,774200,334091800,Producer Manufacturing
EWEIN,EWEIN BERHAD,-0.04,-12.5,0.28,0.415,0.43,0.43,1.468234,Strong Sell,21268100,100700164,Non-Energy Minerals
EWINT,ECO WORLD INTERNATIONAL BERHAD,0,0,0.465,0.54,0.58,0.68,1.36,Sell,878800,1116000009,Finance
F&N,FRASER & NEAVE HOLDINGS BHD,0.199999,0.75187594,26.799999,27.879999,27.940001,33.380001,40,Sell,41900,9752583941,Consumer Non-Durables
FACBIND,FACB INDUSTRIES INCORPORATED,-0.01,-0.74074074,1.34,1.51,1.56,1.6,1.69,Strong Sell,1200,113241778,Consumer Durables
FAJAR,FAJARBARU BUILDER GRP BHD,0,0,0.39,0.494658,0.494658,0.494658,0.658643,Sell,641800,289494319,Consumer Durables
FAREAST,FAR EAST HOLDINGS BHD,0.02,0.67114094,3,3,3.04,3.2,3.476172,Buy,50000,1769637289,Process Industries
FARLIM,FARLIM GROUP (M) BHD,0.015,5.35714286,0.295,0.305,0.375,0.375,0.708333,Buy,92400,42847169,Finance
FAST,FAST ENERGY HOLDINGS BERHAD,-0.015,-6.52173913,0.215,0.265,0.28,0.69,0.875,Strong Sell,3281200,93169304,Producer Manufacturing
FAVCO,FAVELLE FAVCO BHD,0,0,2.25,2.36,2.36,2.39,3.99,Buy,195800,503853230,Producer Manufacturing
FCW,FCW HOLDINGS BHD,0,0,1.04,1.2,1.43,1.43,3.378573,Sell,0,259993881,Distribution Services
FGV,FGV HOLDINGS BERHAD,0.04,2.96296296,1.39,1.44,1.55,1.67,5.55,Strong Buy,800300,4609523665,Process Industries
FIAMMA,FIAMMA HOLDINGS BHD,0.005,0.8,0.63,0.71,0.73,0.73,0.833332,Buy,126600,308560925,Retail Trade
FIBON,FIBON BERHAD,0,0,0.47,0.56,0.77,0.77,1.23,Sell,80400,45926894,Process Industries
FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,0,0,0.605,0.705,0.705,0.725,1.172626,Sell,659400,81492956,Consumer Durables
FIMACOR,FIMA CORPORATION BHD,0.02,1.08108108,1.87,1.95,2.11,2.11,3.239997,Sell,10600,439988558,Commercial Services
FINTEC,FINTEC GLOBAL BERHAD,0,0,0.015,0.03,0.03,0.123333,1.083571,Sell,5987300,82276581,Finance
FITTERS,FITTERS DIVERSIFIED BHD,0.015,3.79746835,0.41,0.43,0.43,0.44,1.3125,Strong Buy,17635200,197386501,Producer Manufacturing
FLBHD,FOCUS LUMBER BERHAD,-0.06,-6.31578947,0.89,0.98,1.05,1.22,3.09,Sell,57500,93925827,Producer Manufacturing
FLEXI,FLEXIDYNAMIC HOLDINGS BERHAD,-0.005,-1.69491525,0.29,0.395,0.48,0.72,0.72,Strong Sell,220300,83747893,Producer Manufacturing
FOCUS,FOCUS DYNAMICS GROUP BERHAD,0,0,0.055,0.065,0.065,0.905,0.905,Sell,682800,350471304,Electronic Technology
FOCUSP,FOCUS POINT HOLDINGS BERHAD,-0.015,-2.04081633,0.72,0.815,0.815,0.979999,0.979999,Sell,133500,242549623,Retail Trade
FPGROUP,FOUNDPAC GROUP BERHAD,-0.005,-0.64935065,0.765,0.82,0.925,1.15,1.23,Strong Sell,598700,416776824,Electronic Technology
FPI,FORMOSA PROSONIC INDUSTRIES,0.03,0.75757576,3.99,4.62,4.62,4.62,4.62,Buy,811600,979538723,Producer Manufacturing
FREIGHT,FREIGHT MANAGEMENT HLDGS BHD,0.045,5.84415584,0.815,0.865,0.865,1.045,1.045,Strong Buy,5042100,430002504,Transportation
FRONTKN,FRONTKEN CORPORATION BHD,-0.08,-2.17983651,3.59,4,4,4,4,Neutral,5603000,5769066745,Electronic Technology
FSBM,FSBM HOLDINGS BHD,-0.025,-27.77777778,0.065,0.295,0.38,0.38,1.861353,Strong Sell,1164100,12620112,Technology Services
G3,G3 GLOBAL BERHAD,-0.005,-6.25,0.075,0.115,0.185,0.8825,0.93,Strong Sell,769500,173139742,Technology Services
GADANG,GADANG HOLDINGS BHD,0,0,0.365,0.41,0.41,0.495,2.02,Sell,381100,265742262.00000000,Industrial Services
GAMUDA,GAMUDA BHD,-0.04,-1.31578947,3,3.24,3.24,4,5.8,Sell,1535800,7641126740,Industrial Services
GASMSIA,GAS MALAYSIA BERHAD,0.02,0.7518797,2.68,2.76,2.76,2.78,4.23,Sell,39200,3415440110,Utilities
GBGAQRS,GABUNGAN AQRS BERHAD,0,0,0.545,0.59,0.59,0.78,2.117647,Sell,619000,295810402,Industrial Services
GCAP,G CAPITAL BERHAD,0,0,0.645,0.705,0.785,1.38,1.38,Sell,118200,206845675,Transportation
GCB,GUAN CHONG BHD,0.14,4.66666667,3.14,3.15,3.15,3.43,3.79,Strong Buy,1594500,3153681885,Consumer Non-Durables
GCE,GRAND CENTRAL ENTERPRISES BHD,0,0,0.335,0.365,0.4,0.45,1.1,Sell,0,65995671,Consumer Services
GDB,GDB HOLDINGS BERHAD,-0.005,-1.08695652,0.455,0.51,0.54,0.719999,0.719999,Sell,5575500,431250008,Consumer Durables
GDEX,GDEX BERHAD,0,0,0.3,0.33,0.355,0.545,0.82,Strong Sell,906000,1683990887,Transportation
GENETEC,GENETEC TECHNOLOGY BERHAD,0.32,0.87960415,36.700001,40,40,40,40,Buy,342700,1874759666,Producer Manufacturing
GENM,GENTING MALAYSIA BERHAD,0.02,0.66225166,3.04,3.19,3.19,3.31,6.38,Buy,5088900,17066730654,Consumer Services
GENP,GENTING PLANTATIONS BERHAD,0.04,0.58309038,6.9,7.65,7.8,10.28,11.98,Sell,181200,6154779642,Process Industries
GENTING,GENTING BHD,0.05,1.00200401,5.04,5.19,5.19,5.53,11.98,Buy,2599500,19214372998,Consumer Services
GESHEN,GE-SHEN CORPORATION BHD,-0.03,-1.64835165,1.79,2.31,2.38,2.38,2.97,Neutral,352700,144834501,Process Industries
GETS,GREEN ENERGY TECH SOLUTION GLBL BHD,-0.03,-1.875,1.57,2.1,2.4,4.05,4.05,Sell,48000,454400007,Transportation
GFM,GFM SERVICES BERHAD,0.01,4.25531915,0.245,0.285,0.285,0.5,17.704821,Buy,5680900,129338971.00000000,Technology Services
GHLSYS,GHL SYSTEMS BHD,0.03,1.57068063,1.94,1.96,2.02,2.17,2.17,Strong Buy,133200,2177442532,Technology Services
GIIB,GIIB HOLDINGS BERHAD,0,0,0.15,0.22,0.2875,1.00625,1.173,Sell,6129500,88694077,Producer Manufacturing
GKENT,GEORGE KENT (M) BHD,0,0,0.655,0.755,0.755,0.945,4.47,Sell,658300,342374930,Producer Manufacturing
GLBHD,GOLDEN LAND BERHAD,0.015,3.44827586,0.45,0.475,0.48,0.5,7.55,Strong Buy,13300,93313494,Process Industries
GLOMAC,GLOMAC BHD,0,0,0.35,0.37,0.37,0.47,1.532011,Buy,1091900,268823131,Finance
GLOTEC,GLOBALTEC FORMATION BERHAD,-0.01,-1.61290323,0.61,0.66,0.795,0.795,2.8,Neutral,1789400,166833869,Producer Manufacturing
GMUTUAL,GROMUTUAL BHD,0,0,0.3,0.335,0.355,0.37,1.95,Sell,50000,112682396,Finance
GOB,GLOBAL ORIENTAL BERHAD,-0.005,-1.69491525,0.29,0.345,0.38,0.6,5,Sell,309900,134129629,Finance
GOCEAN,GREEN OCEAN CORPORATION BERHAD,-0.005,-11.11111111,0.04,0.055,0.055,0.18,1.11,Buy,310900,95021668,Process Industries
GOPENG,GOPENG BHD,0.01,2.04081633,0.5,0.545,0.686666,1.059999,1.059999,Neutral,34500,197710159,Process Industries
GPACKET,GREEN PACKET BHD,0.01,9.09090909,0.12,0.195,0.255,0.57,5.154306,Sell,6662900,147994834,Technology Services
GPHAROS,GOLDEN PHAROS BHD,0,0,0.34,0.43,0.555,0.675,1.09,Sell,260800,47479120,Producer Manufacturing
GREATEC,GREATECH TECHNOLOGY BERHAD,-0.03,-0.42979943,6.95,7.51,7.6,7.6,7.6,Sell,1343700,8739342595,Producer Manufacturing
GREENYB,GREENYIELD BHD,-0.005,-1.75438596,0.28,0.325,0.4,0.4,0.495,Sell,1034000,95115896,Miscellaneous
GTRONIC,GLOBETRONICS TECHNOLOGY BHD,0.01,0.48543689,2.07,2.25,2.3,3.43,3.43,Sell,1563800,1379055797,Electronic Technology
GUH,GUH HOLDINGS BHD,-0.015,-3.03030303,0.48,0.545,0.675,0.675,1.576447,Sell,2739900,137505330,Consumer Durables
GUOCO,GUOCOLAND (MALAYSIA) BHD,-0.015,-2.01342282,0.73,0.79,0.79,0.925,3.5,Sell,135500,499060880,Miscellaneous
HAILY,HAILY GROUP BERHAD,0,0,0.53,0.605,0.815,0.815,0.815,Sell,213400,,Consumer Durables
HAIO,HAI-O ENTERPRISE BHD,0.01,0.51546392,1.95,2.05,2.15,2.34963,5.392593,Sell,12500,604607163,Distribution Services
HANDAL,HANDAL ENERGY BERHAD,0.01,4.25531915,0.245,0.26,0.26,0.33,1.005598,Buy,829800,54233486,Industrial Services
HAPSENG,HAP SENG CONSOLIDATED BHD,0.13,1.66880616,7.92,8.85,8.85,8.85,10.26,Sell,286000,19394526695,Distribution Services
HARBOUR,HARBOUR-LINK GROUP BHD,0.17,12.14285714,1.57,1.58,1.58,1.58,1.58,Strong Buy,17408700,558007400,Commercial Services
HARISON,HARRISONS HOLDINGS (M) BHD,0,0,4.8,4.9,5.28,5.28,5.28,Buy,0,328685792,Distribution Services
HARNLEN,HARN LEN CORPORATION BHD,0.055,6.83229814,0.86,1.54,1.54,1.54,1.54,Neutral,3829200,163000218,Consumer Durables
HARTA,HARTALEGA HOLDINGS BHD,0.03,0.50083472,6.02,6.97,7.92,19.24,21.16,Sell,5054800,20470594621,Health Technology
HBGLOB,HB GLOBAL LIMITED,0,0,0.245,0.295,0.37,0.395,0.925,Sell,825600,188653368,Consumer Non-Durables
HCK,HCK CAPITAL GROUP BERHAD,0.01,0.50251256,2,2.13,2.13,2.13,2.13,Buy,126200,900027242,Finance
HEIM,HEINEKEN MALAYSIA BERHAD,-0.200001,-0.86956957,22.799999,23.5,23.5,27.34,31.74,Sell,17800,6948253113,Consumer Non-Durables
HEKTAR,HEKTAR REITS,0,0,0.565,0.6,0.63,0.71,1.705195,Sell,13000,261007513.00000000,Finance
HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,0.23,5.28735632,4.58,4.65,4.65,7.33,19.200001,Buy,1591200,1304999971,Energy Minerals
HEVEA,HEVEABOARD BHD,-0.01,-2.1978022,0.445,0.53,0.53,0.835,1.79,Strong Sell,1073800,257515761,Producer Manufacturing
HEXIND,HEXTAR INDUSTRIES BERHAD,0.02,14.81481481,0.155,0.195,0.212353,0.301764,0.670588,Neutral,11300400,150638006,Producer Manufacturing
HEXTAR,HEXTAR GLOBAL BERHAD,0,0,1.26,1.43,1.43,1.43,1.43,Sell,2375900,1654489961,Process Industries
HEXZA,HEXZA CORPORATION BHD,-0.01,-0.9009009,1.1,1.12,1.12,1.44,2.26,Buy,187700,222421842,Process Industries
HHGROUP,HENG HUAT RESOURCES GROUP BHD,0.015,2.75229358,0.56,0.715,0.95,1.05,6.459253,Buy,299200,76085482,Non-Energy Minerals
HHHCORP,HIAP HUAT HOLDINGS BHD,0,0,0.14,0.17,0.19,0.23,0.37,Sell,3591500,55303546,Transportation
HIAPTEK,HIAP TECK VENTURE BHD,0.005,0.89285714,0.565,0.63,0.63,0.705,1.101935,Buy,27060100,966627543,Non-Energy Minerals
HIBISCS,HIBISCUS PETROLEUM BHD,0.045,6.20689655,0.77,0.775,0.775,0.785,2.74,Strong Buy,85211000,1454932827,Energy Minerals
HIGHTEC,KUMPULAN H&L HIGH-TECH BHD,0,0,1.96,2.5,2.5,2.5,2.5,Neutral,5308300,232693345,Miscellaneous
HIL,HIL INDUSTRIES BHD,-0.04,-4.08163265,0.94,1.12,1.12,1.28,1.424999,Sell,66100,325302016,Producer Manufacturing
HLBANK,HONG LEONG BANK BHD,-0.040001,-0.21299786,18.74,19.16,20.08,20.08,21.66,Neutral,384400,39186663044,Finance
HLCAP,HONG LEONG CAPITAL BERHAD,-0.01,-0.14771049,6.76,6.77,6.77,9.38,14.6,Buy,1230300,1596269016,Miscellaneous
HLFG,HONG LEONG FINANCIAL GROUP BHD,-0.200001,-1.09890653,18,18.780001,18.780001,18.780001,20.4,Sell,227700,20634959581,Finance
HLIND,HONG LEONG INDUSTRIES BHD,-0.02,-0.2247191,8.88,9.29,9.35,10.42,12.3,Sell,115800,2797966714,Electronic Technology
HLT,HLT GLOBAL BERHAD,0,0,0.56,0.755,0.955,1.94,3.33,Sell,3725300,396022233,Consumer Non-Durables
HOHUP,HO HUP CONSTRUCTION COMPANY,0,0,0.37,0.415,0.42,0.525,2.53,Sell,90400,183098457,Industrial Services
HOMERIZ,HOMERITZ CORPORATION BERHAD,0,0,0.57,0.6,0.62,0.888,0.984,Sell,11600,235354716,Miscellaneous
HONGSENG,HONG SENG CONSOLIDATED BERHAD,0.2,6.94444444,3.08,3.15,3.15,3.15,3.15,Buy,5240700,7351019589,Miscellaneous
HOOVER,GRAND HOOVER BHD,0,0,0.78,0.85,0.91,1.586665,1.586665,Sell,137400,70199997,Distribution Services
HPMT,HPMT HOLDINGS BERHAD,0.09,15.25423729,0.68,0.69,0.69,0.69,0.69,Strong Buy,29360000,193808509,Producer Manufacturing
HPPHB,HPP HOLDINGS BERHAD,0.005,1.01010101,0.5,0.55,0.55,0.92,0.92,Sell,374300,192272848,Process Industries
HSL,HOCK SENG LEE BHD,0.005,0.51546392,0.975,1.01,1.18,1.18,2.18,Buy,20200,533031711,Industrial Services
HSPLANT,HAP SENG PLANTATIONS HOLDINGS,0.02,0.99502488,2.03,2.09,2.09,2.14,3.78,Buy,215700,1607367206,Process Industries
HSSEB,HSS ENGINEERS BERHAD,0.01,1.85185185,0.55,0.58,0.58,0.68,1.91,Buy,136100,267765507,Industrial Services
HTPADU,HEITECH PADU BHD,0.03,2.38095238,1.29,1.4,1.56,1.85,4,Sell,544600,127543872,Technology Services
HUAYANG,HUA YANG BHD,-0.005,-1.81818182,0.27,0.31,0.32,0.39,1.89,Sell,82800,96800002,Finance
HUBLINE,HUBLINE BHD,-0.005,-12.5,0.035,0.045,0.045,0.06,11.296092,Strong Sell,11615000,171571422,Process Industries
HUMEIND,HUME CEMENT INDUSTRIES BERHAD,0,0,1.05,1.2,1.23,1.45,13,Sell,168400,525877166,Non-Energy Minerals
HUPSENG,HUP SENG INDUSTRIES BHD,0,0,0.935,0.955,1.03,1.03,1.46,Sell,148700,748000002,Consumer Non-Durables
HWATAI,HWA TAI INDUSTRIES BHD,0.115,14.02439024,0.935,0.98,1.25,1.25,4.020289,Strong Buy,47886800,61363285,Consumer Non-Durables
HWGB,HO WAH GENTING BHD,0,0,0.24,0.315,0.405,1.03,4.347365,Sell,2122500,148695085,Producer Manufacturing
IBHD,I-BHD,-0.005,-1.85185185,0.265,0.29,0.295,0.36,2.174999,Strong Sell,186800,306852804,Consumer Durables
IBRACO,IBRACO BHD,0,0,0.515,0.575,0.6,0.68,1.36,Sell,0,255648913,Finance
ICON,ICON OFFSHORE BERHAD,0,0,0.1,0.105,0.105,0.135,97.5,Buy,1568200,270318876,Industrial Services
ICONIC,ICONIC WORLDWIDE BERHAD,0.005,1.14942529,0.44,0.49,0.525,0.615,2.03,Sell,310700,183060368,Consumer Services
ICTZONE,ICT ZONE ASIA BERHAD,0,0,0.2,0.22,0.22,0.22,0.22,Sell,0,,Technology Services
IDEAL,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,0,0,0.95,0.98,0.98,1.1,2,Buy,0,442452753,Finance
IDMENSN,IDIMENSION CONSOLIDATED BHD,0.005,4.54545455,0.115,0.145,0.145,0.145,0.588,Buy,240400,29915841,Technology Services
IFCAMSC,IFCA MSC BHD,0,0,0.325,0.345,0.345,0.46,1.87,Sell,455400,197242382,Technology Services
IGBB,IGB BERHAD,0,0,1.9,1.94,2.02,2.96,4.029473,Sell,27800,1706891025,Health Technology
IGBCR,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,0,0,0.62,0.74,0.74,0.74,0.74,Neutral,584600,1430526041,Finance
IGBREIT,IGB REAL ESTATE INV TRUST,-0.01,-0.59171598,1.68,1.71,1.72,1.8,2.1,Strong Sell,802400,6032149057,Finance
IHH,IHH HEALTHCARE BERHAD,0,0,6.6,6.79,6.79,6.79,6.79,Buy,7084700,57969423381,Health Services
IJM,IJM CORPORATION BHD,-0.02,-1.11111111,1.78,1.95,1.95,2.06,3.75,Sell,1868500,6497616185,Industrial Services
IJMPLNT,IJM PLANTATIONS BHD,0,0,3.1,3.11,3.11,3.11,4.052191,Buy,456900,2729799483,Process Industries
ILB,INTEGRATED LOGISTICS BHD,0,0,0.42,0.475,0.5,0.8,2.081129,Sell,66300,79338136,Utilities
IMASPRO,IMASPRO CORPORATION BHD,0,0,2.19,2.2,2.35,2.6,2.6,Buy,43700,175200005,Process Industries
IMPIANA,IMPIANA HOTELS BERHAD,-0.005,-5.88235294,0.08,0.1,0.1,0.145,3.5,Neutral,9122900,111718826,Consumer Non-Durables
INARI,INARI AMERTRON BERHAD,-0.06,-1.60427807,3.68,3.88,3.88,3.88,3.88,Buy,14363400,13781309269,Electronic Technology
INCKEN,INCH KENNETH KAJANG RUBBER PLC,0.03,6.52173913,0.49,0.58,0.58,0.58,2.01,Buy,37000,174190512,Consumer Services
INIX,INIX TECHNOLOGIES HOLDINGS BHD,0,0,0.1,0.135,0.14,0.53,1.027406,Sell,2342800,50860374,Technology Services
INNATURE,INNATURE BERHAD,0.005,0.72463768,0.695,0.725,0.74,0.76,0.76,Buy,233100,487058212,Retail Trade
INNITY,INNITY CORPORATION BHD,-0.005,-0.86206897,0.575,0.66,0.87,1.06,1.06,Sell,72500,80853985,Commercial Services
INNO,INNOPRISE PLANTATIONS BERHAD,0.09,7.62711864,1.27,1.33,1.33,1.34,1.5,Strong Buy,2015100,565052402,Commercial Services
INSAS,INSAS BHD,0,0,0.975,1.06,1.06,1.06,1.36,Neutral,1066200,646445249,Technology Services
INTA,INTA BINA GROUP BERHAD,-0.005,-1.88679245,0.26,0.285,0.32,0.35,0.42,Strong Sell,97500,141843620,Consumer Durables
IOICORP,IOI CORPORATION BHD,0.03,0.80213904,3.77,4.06,4.17,4.64,8.34587,Sell,1631500,23370412716,Process Industries
IOIPG,IOI PROPERTIES GROUP BERHAD,-0.01,-0.83333333,1.19,1.33,1.33,1.77,3.305004,Sell,1375700,6607374872,Finance
IPMUDA,IPMUDA BHD,0.01,0.6993007,1.44,1.55,1.55,2.2,2.2,Strong Buy,476400,145083943,Distribution Services
IQGROUP,IQ GROUP HOLDINGS BHD,0.13,9.35251799,1.52,2.2,2.2,2.2,4.88,Neutral,1970200,122359693,Electronic Technology
IQZAN,IQZAN HOLDING BERHAD,0,0,0.07,0.155,0.155,0.175,1,Sell,520700,15528809,Non-Energy Minerals
IREKA,IREKA CORPORATION BHD,0.01,1.48148148,0.685,0.7,0.77,0.77,2,Strong Buy,8486700,138630723,Industrial Services
IRIS,IRIS CORPORATION BHD,-0.01,-4.34782609,0.22,0.25,0.26,0.455,1.39,Strong Sell,14928100,727239461,Electronic Technology
ITRONIC,INDUSTRONICS BHD,-0.005,-2.43902439,0.2,0.215,0.25,0.735,0.89,Buy,19377500,79803625,Electronic Technology
IVORY,IVORY PROPERTIES GROUP BERHAD,0,0,0.13,0.155,0.165,0.225,0.859423,Sell,133400,63710364,Finance
IWCITY,ISKANDAR WATERFRONT CITY BERHAD,0,0,0.375,0.42,0.42,0.635,3.29,Sell,538300,345422905,Industrial Services
JADEM,JADE MARVEL GROUP BERHAD,-0.005,-0.86206897,0.575,0.61,0.61,0.675,0.675,Buy,452700,161776364,Non-Energy Minerals
JADI,JADI IMAGING HOLDINGS BHD,0,0,0.13,0.145,0.145,0.165,0.27,Strong Buy,37350300,136748363,Process Industries
JAG,JAG BERHAD,0,0,0.335,0.375,0.395,0.54,14.600974,Sell,15408800,209972930,Technology Services
JAKS,JAKS RESOURCES BERHAD,0.005,1.1627907,0.435,0.535,0.535,0.825,1.152307,Sell,29798900,878196594,Industrial Services
JASKITA,JASA KITA BHD,0.01,9.09090909,0.12,0.13,0.135,0.15,0.4,Buy,100100,49450502,Producer Manufacturing
JAYCORP,JAYCORP BHD,0,0,1.62,1.86,1.86,1.92,3.152,Sell,47300,217674053,Consumer Durables
JCBNEXT,JCBNEXT BERHAD,-0.05,-3.44827586,1.4,1.47,1.66,1.92,2.975,Sell,3300,191571101,Commercial Services
JCY,JCY INTERNATIONAL BERHAD,-0.005,-1.63934426,0.3,0.35,0.38,0.785,1.98,Strong Sell,2151500,643705568,Electronic Technology
JERASIA,JERASIA CAPITAL BHD,-0.01,-5,0.19,0.205,0.52,0.705,4.95,Sell,85500,16409223,Consumer Non-Durables
JETSON,KUMPULAN JETSON BHD,-0.015,-4.28571429,0.335,0.45,0.51,0.85,1.55,Sell,5051400,81783457,Consumer Durables
JFTECH,JF TECHNOLOGY BHD,0.01,0.71942446,1.4,1.51,1.64,2.41,2.41,Neutral,2375600,1284409448,Electronic Technology
JHM,JHM CONSOLIDATION BHD,-0.02,-1.0989011,1.8,2.13,2.45,2.67,2.67,Strong Sell,4642800,1014831918,Electronic Technology
JIANKUN,JIANKUN INTERNATIONAL BERHAD,0,0,0.295,0.325,0.345,0.745,1.6,Sell,2257300,61676424,Process Industries
JISHAN,JISHAN BERHAD,0,0,0.46,0.46,0.46,0.46,0.46,Buy,0,,Process Industries
